ಕ್ರ. ಸಂ,ಪತ್ರಿಕೆಯ ಹೆಸರು,ಪ್ರಾರಂಭದ ವರ್ಷ,ಪ್ರಕಟಿಸಿದಸ್ಥಳ,ಪ್ರಕಾಶಕರು,ಸ್ಥಾಪಕ ಸಂಪಾದಕ/ಸಂಪಾದಕ,ಆವರ್ತಕತೆ,ಭಾಷೆ,ಹಾವನೂರು ಶ್ರೀನಿವಾಸ್,ಕೆಪಿಎ
1013,ತೀರ್ಥಹಳ್ಳಿ ಗ್ರಾಮಭಾರತಿ,1986,ತೀರ್ಥಹಳ್ಳಿ,ಟಿ ರಘುವೀರ್,ಟಿ ರಘುವೀರ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1014,ಶಿವಮೊಗ್ಗದ ಧ್ವನಿ,1986,ಶಿವಮೊಗ್ಗ,ಬಂಡಿಗಡಿ ಆರ್ ನಂಜುಂಡಪ್ಪ,ಬಂಡಿಗಡಿ ಆರ್ ನಂಜುಂಡಪ್ಪ,ದೈನಿಕ,ಕನ್ನಡ,,
1015,ಹೋಸ್ತಿರುವ್,1986,ತುಮಕೂರು,ಟಿ.ಚಂದ್ರಯ್ಯ,ಟಿ.ಚಂದ್ರಯ್ಯ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1016,ಸೊಗಡು,1986,ತುಮಕೂರು,ಎಸ್ ಶಿವಣ್ಣ,ಎಸ್ ಶಿವಣ್ಣ,ದೈನಿಕ,ಕನ್ನಡ,,
1017,ಸುಗುಣ ಮಾಲೈ,1986,ಉಡುಪಿ,ಎಂ ಎಸ್ ಗೋವಿಂದಾಚಾರ್ಯ,,ಮಾಸಿಕ,ಕನ್ನಡ,,
1018,ಕರವಾಳಿ ಗ್ರಾಮಾಭಿವೃದ್ಧಿ,1986,ಹೊನ್ನಾವರ,ಜಿಯು,ಜಿಯು,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1019,ವೈಭವಕ್ಕೆ ದಾರಿ,1986,ವಿಜಾಪುರ,ಸಿದ್ದಣ್ಣಕ್ಕ ಮಸಳಿ,ಸಿದ್ದಣ್ಣ ಕೆ ಮಸಳಿ/ ಸಿ ಸ್ ನಾಗಠಾಣ,ದೈನಿಕ,ಕನ್ನಡ,,
1020,ಏಜೆಂಟ್-ಎಕ್ಸ್,1987,ಬಾಗಲಕೋಟೆ,,ಅಶೋಕ್ ಎಚ್ ಎಂಡಿಗೆರೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1021,ಬಸವ ಬೆಳಗು,1987,ಬಾಗಲಕೋಟೆ/ಇಳ್ಕಲ್,ಚಿತ್ತರಗಿ ಶ್ರೀ ವಿಜಯ ಮಹಾಂತೇಶ್ವರ ಸಂಸ್ಥಾನ್ ಮಠ್,,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1022,ಆನೇಕಲ್ ವಾಣಿ,1987,ಅನೇಕಲ್,ಆರ್ ಕೃಷ್ಣಮೂರ್ತಿ,ಆರ್ ಕೃಷ್ಣಮೂರ್ತಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1023,ದೊಡ್ಡಬಳ್ಳಾಪುರ ಮಿತ್ರ,1987,ದೊಡ್ಡಬಳ್ಳಾಪುರ,ಶುಭೋದಯ ಪಬ್ಲಿಕೇಷನ್,ರಾಜೇಂದ್ರ ಕುಮಾರ್ / ಬಿ ಜಿ ಭಗವಾನ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1024,ಬೆವರಿನ ಬೆಲೆ,1987,ಬೆಳಗಾವಿ,ಮಹಾದೇವ ಘೇವಾಡೆ,ಮಹಾದೇವ ಘೇವಾಡೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1025,ಸಂಕೋಲೆ,1987,ಬೆಳಗಾವಿ,,ಬಿ ನಾರಾಯಣ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1026,ಅಭಿಯಂತರವಣಿ,1987,ಬೆಂಗಳೂರು,,ಎಂ.ಆರ್.ಶ್ರೀನಿವಾಸ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1027,ಬೆಂಗಳೂರು ಸುದ್ದಿ,1987,ಬೆಂಗಳೂರು,ಕೆ ಎಸ್ ಜಯರಾಮನ್,ಕೆ ಎಸ್ ಜಯರಾಮನ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1028,ಬಸವ ದೀಪ್ತಿ,1987,ಬೆಂಗಳೂರು,ಜಿ ದಾಕ್ಷಾಯಿಣಮ್ಮ,ಜಿ ದಾಕ್ಷಾಯಿಣಮ್ಮ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1029,ಗಾಂಧಿ ಬಜಾರ್ ಪತ್ರಿಕೆ,1987,ಬೆಂಗಳೂರು,,ಕೆ ಎನ್ ಬಾಲಕೃಷ್ಣ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1030,ಗೌಡ ದ್ವನಿ,1987,ಬೆಂಗಳೂರು,ಸುದಾನ ಎಸ್ ಈರಪ್ಪ,ಸುದಾನ ಎಸ್ ಈರಪ್ಪ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1031,ಪಿ ಎ ಪ್ಯಾಟ್ರಿಕ್ ಅವರಿಂದ,1987,ಬೆಂಗಳೂರು,ಜಿ ನಾರಾಯಣ,ಜಿ ನಾರಾಯಣ,ದ್ವೈಮಾಸಿಕ,ಕನ್ನಡ,,
1032,ಕರ್ನಾಟಕ ಲೋಚನಾ,1987,ಬೆಂಗಳೂರು,ಬಿ ಮ್ ಶ್ರೀ ಸ್ಮಾರಕ ಪ್ರತಿಷ್ಠಾನ,ಜಿ ಅಬ್ದುಲ್ ಬಶೀರ್,,ಕನ್ನಡ,,
1033,ಕರ್ನಾಟಕ ವೇದಿಕೆ,1987,ಬೆಂಗಳೂರು,,ಕೆ ಬಿ ಚನ್ನಕೇಶವಪ್ಪ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1034,ಕಿತ್ತೂರು ಎಕ್ಸ್‌ಪ್ರೆಸ್,1987,ಬೆಂಗಳೂರು,,ಸಂಪತ್‌ಕುಮಾರ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1035,ಮಲೆನಾಡ ಸಂಗತಿ,1987,ಬೆಂಗಳೂರು,,ಸೀಮೋಜಿ ರಾವ್,,ಕನ್ನಡ,,
1036,ಮಿತ್ರ ಸಮಾಜ,1987,ಬೆಂಗಳೂರು,ಎಂ ಪುಟ್ಟಸ್ವಾಮಿ,ಎಂ ಪುಟ್ಟಸ್ವಾಮಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1037,ಪರುಷ ನುಡಿ,1987,ಬೆಂಗಳೂರು,ಶಿವಲೀಲಾ ಎಸ್ ಎಂ,ಶಿವಲೀಲಾ ಎಸ್ ಎಂ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1038,ಪೊಲೀಸ್ ಫೈಲ್,1987,ಬೆಂಗಳೂರು,ಟಿ.ವೆಂಕಟೇಶ್,ಟಿ.ವೆಂಕಟೇಶ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1039,ಪೊಲೀಸ್ ಮಾರ್ಗದರ್ಶಿ,1987,ಬೆಂಗಳೂರು,ಎಂ ಎ ಸತ್ಯ ರಾಜ್,ಎಂ ಎ ಸತ್ಯ ರಾಜ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1040,ಪೊಲೀಸ್ ಲೋಕ,1987,ಬೆಂಗಳೂರು,ಜಿ. ಕೃಷ್ಣ ಮೂರ್ತಿ,ಜಿ. ಕೃಷ್ಣ ಮೂರ್ತಿ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1041,ಪ್ರಿಯಾ ಪ್ರಿಯಾಂಕಾಳನ್ನು ಪ್ರೀತಿಸುತ್ತಾಳೆ,1987,ಬೆಂಗಳೂರು,,ಸಂಜಯ ದೊರೆ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1042,ಮಿಡಿ ಧ್ವನಿ,1987,ಬೆಂಗಳೂರು,ಜಿ ನಂಜುಂಡಯ್ಯ,ಜಿ ನಂಜುಂಡಯ್ಯ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1043,ಸ್ಪರ್ಧಾ ಸ್ನೇಹಿತ,1987,ಬೆಂಗಳೂರು,ಸ್ನೇಹಾ ಪ್ರಕಾಶನ,ಎಸ್ ಕೆ ಎಂ ರೇವಣ್ಣಕರ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1044,ಸುರ್ವೆ ಪತ್ರಿಕೆ,1987,ಬೆಂಗಳೂರು,ಸಮೀಕ್ಷೆ ಮುದ್ರಕಗಳು,ರಮೇಶ ಸುರ್ವೆ ಇಟಿಗಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1045,ವಾರದ ರಾಜಕೀಯ,1987,ಬೆಂಗಳೂರು,ಚಂದ್ರಶೇಖರ ಟೌದೂರು,ಚಂದ್ರಶೇಖರ ಟೌದೂರು,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1046,ವೈ.ಆರ್. ಪ್ಯಾಟ್ರಿಕ್,1987,ಬೆಂಗಳೂರು,ವೈ.ಆರ್. ರಾಮಲಿಂಗಯ್ಯ,ವೈ.ಆರ್. ರಾಮಲಿಂಗಯ್ಯ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1047,ರಕ್ಷಕ ದೊಡ್ಡವನು,1987,ದಾವಣಗೆರೆ,,ಕೆ ಬಿ ಅಲ್ಲ ಮಿಯಾಸಾಬ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1048,ದಾವಣಗೆರೆ ಭಾರತ ಮಿತ್ರ,1987,ದಾವಣಗೆರೆ,,ದಯಾನಂದ ಬಿ ನವಳಾಗಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1049,ಗ್ರಾಮ ವಾರ್ತೆ,1987,ಧಾರವಾಡ,ಶರಣೇಶ್ವರ ಮಂಡಿವಾಳರ,ಎಸ್ ಎಫ್ ಗುರಿಕರ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1050,ಕೈಗಾನಡಿ,1987,ಧಾರವಾಡ,ವಿಶ್ವಭಾರತಿ ವಿದ್ಯಾ ಸಂಸ್ಥೆ,ಶಂಕರ ವಿ ಪಾಟೀಲ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1051,ಕೃ ವಿ ವಿ ವಾರ್ತಾಪತ್ರ,1987,ಧಾರವಾಡ,ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾಲಯ ಧಾರವಾಡ,,ದ್ವೈಮಾಸಿಕ,ಕನ್ನಡ,,
1052,ಶಿವಾನುಭವ,1987,ಧಾರವಾಡ,ಬಸವ ತತ್ವ ಪ್ರಸಾರ ಸಂಸ್ಥೆ,ಬಸವ ತತ್ವ ಪ್ರಸಾರ ಸಂಸ್ಥೆ,ದ್ವೈಮಾಸಿಕ,ಕನ್ನಡ,,
1053,ವಿದ್ಯಾವರ್ಧಕ,1987,ಧಾರವಾಡ,ಕನ್ನಡ ವಿದ್ವಾಂಸರ ಸಂಘ,ಬುಡ್ಡಣ್ಣ ಹಿಂಗಮಿರೆ/ ಸೋಮಶೇಖರ ಇಮ್ರಾಪುರ/ಜೆ ಬಿ ಮನ್ವಾಚಾರ,,ಕನ್ನಡ,,
1054,ಚಂದ್ರಕಾಂತಿ,1987,ಉಡುಪಿ/ದಕ್ಷಿಣಕನ್ನಡ,ಪ್ರತಿಭೆ ಹೊಳೆಯುತ್ತಿದೆ,ವೈ ಎಂ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1055,ಪೂರ್ವಾಣಿ,1987,ಮಂಗಳೂರು,ಮೋಹನದಾಸ್ ಸುರತ್ಕಲ್,ಮೋಹನದಾಸ್ ಸುರತ್ಕಲ್,ದೈನಿಕ,ಕನ್ನಡ,,
1056,ರೋಟರಿ ಸಿಂಚನ,1987,ಮಂಗಳೂರು,ಕಿಣಿಗೋಳಿ ರೋಟರಿ ಕ್ಲಬ್,ಎಂ ಬಾಲಕೃಷ್ಣ ಶೆಟ್ಟಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1057,ಥೂಟ್,1987,ದಕ್ಷಿಣಕನ್ನಡ,ಪೆರೋರೋ ಜರು,ಪೆರೋರೋ ಜರು,ಮಾಸಿಕ,ತುಳು,,
1058,ತುಳುರಾಜ್ಯ,1987,ಮಂಗಳೂರು,,,ದೈನಿಕ,ಕನ್ನಡ,,
1059,ಉದೇವ್,1987,ದಕ್ಷಿಣಕನ್ನಡ,,ಸಿಲ್ವೆಸ್ಟರ್ ಎಂ ಡಿಸೋಜಾ,ಸಾಪ್ತಾಹಿಕ,ಕೊಂಕಣಿ,,
1060,ಸವಿ ಮಂದಾರ,1987,ಹಾಸನ,ಮಳಲಿ ನಟರಾಜ ಕುಮಾರ್,,ಮಾಸಿಕ,ಕನ್ನಡ,,
1061,ಕುಮುದಾ ವಾಣಿ,1987,ಕತೇನಹಳ್ಳಿ/ಬ್ಯಾಡಗಿ,ಸುರೇಶ ಮಟಪತಿ ಗಿಡ,ಸುರೇಶ ಮಟಪತಿ ಗಿಡ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1062,ಕಲಬುರ್ಗಿ ವಾಣಿ,1987,ಕಲಬುರ್ಗಿ,ಕೇದಾರಲಿಂಗಯ್ಯ ಹಿರೇಮಠ,,ದೈನಿಕ,ಕನ್ನಡ,,
1063,ವಿಮರ್ಶೆ,1987,ಕಲಬುರ್ಗಿ,ವೀರಣ್ಣ ದಂಡೆ,ವೀರಣ್ಣ ದಂಡೆ/ ಎಷ್ವಾಂತ್ ಹರಸೂರು,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1064,ಕೋಲಾರ ತಂಗವಯ್ಯ,1987,ಕೋಲಾರ,,ಆರ್ ಶಿವರಾಜ್,ಕನ್ನಡ/Tamil,ಸಾಪ್ತಾಹಿಕ,,
1065,ನಗರ ಬೆಳಕು,1987,ಮೈಸೂರು,,ಎಂ. ಸುಬ್ರಹ್ಮಣ್ಯಂ,ದೈನಿಕ,ಕನ್ನಡ,,1984
1066,ವಾಂಚಾಲ್ಯ,1987,ಮೈಸೂರು,ಆರ್.ರಘು,ಆರ್.ರಘು,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1067,ರಾಮನಗರ ಪ್ರಗತಿ ವಾಣಿ,1987,ರಾಮನಗರ,ಡಾ.ಕೆ.ಪಿ. ಹೆಗ್ಡೆ,ಡಾ.ಕೆ.ಪಿ. ಹೆಗ್ಡೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1068,ಶ್ರವಣ,1987,ರಾಮನಗರ,ಜಿ ವಿಜಯ್,ಚಿದಾನಂದ ಗೌಡ ಎ,,ಕನ್ನಡ,,
1069,ಗೆಳತಿ ರಾಗಿಣಿ,1987,ಶಿವಮೊಗ್ಗ,ಎನ್ ನರೇಂದ್ರ ಬಾಬು,ಎನ್ ನರೇಂದ್ರ ಬಾಬು,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1070,ನೀನಾಸಂ ಮಾತುಕಥೆ,1987,ಸಾಗರ,,,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1071,ಅಮರ ಸಂದೇಶ,1987,ತುಮಕೂರು,ಟಿ.ಜಿ.ಅಡವೀಶಪ್ಪ,ಟಿ.ಜಿ.ಅಡವೀಶಪ್ಪ,ದೈನಿಕ,ಕನ್ನಡ,,
1072,ಚಂದ್ರಕಾಂತಿ,1987,ಉಡುಪಿ,ಪ್ರತಿಭಾ ಪಬ್ಲಿಕೇಷನ್ಸ್,ವೈ ಎಂ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1073,ಗೋವಾ ಕನ್ನಡಿಗ,1987,ಕಾರವಾರ/ಗೋವಾ,ಬಸವರಾಜ.ಎಸ್.ಭೂದಿ ಯಲ್,ಬಸವರಾಜ.ಎಸ್.ಭೂದಿ ಯಲ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1074,ಸಿದ್ದಾಪುರ ಶಿರಸಿ ಗ್ರಾಮ ಭಾರತಿ,1987,ಸಿದ್ಧಾಪುರ,ವಿನಾಯಕ್ ಜಿ.ಹೆಗಡೆ,ವಿನಾಯಕ್ ಜಿ.ಹೆಗಡೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1075,ಧರ್ಮಾತ್ಮ,1987,ವಿಜಯಪುರ,ಜಾವಾನೀಸ್. I. ಠಾಣಾಧಿಕಾರಿ,ಆರ್ ಎಸ್ ಗಡಂತಿ,ದೈನಿಕ,ಕನ್ನಡ,,
1076,ಸಾಮಾಜಿಕ ನಾಯಕ,1987,ವಿಜಯಪುರ/ಬಾಗಲಕೋಟೆ,ಶಾಲ್ಗರ್,ಶಾಲ್ಗರ್,ದೈನಿಕ,ಕನ್ನಡ,,
1077,ಪಾಪದಲ್ಲಿ ವಾಣಿ,1987,ಸಿಂದಗಿ,,ಆರ್ ಸಿ ರೇವಡಿಗರ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1078,ದಕ್ಷಿಣ ಭಾರತೀಯ,1987,ವಿಜಯಪುರ,ಎ ಜಿ ಮಲ್ಲಿಕಾರ್ಜುನ ಮುಖ್ಯಸ್ಥರು,ಎ ಜಿ ಮಲ್ಲಿಕಾರ್ಜುನ ಮುಖ್ಯಸ್ಥರು,ದೈನಿಕ,ಕನ್ನಡ,,
1079,ಜನಪರ,1988,ಬೀದರ್,ಬಿಹೇವಿಯರಲ್ ಇಲ್ಯುಮಿನೇಷನ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್,ಶಿವರಾಜ್ ಕಡೇ,ದೈನಿಕ,ಕನ್ನಡ,,
1080,ಪರಿವಾಳ,1988,ಕನಕಪುರ,ರವಿ ಕುಮಾರ್,ರವಿ ಕುಮಾರ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1081,ಕರ್ನಾಟಕದ ಬೆಲೆಗಳು,1988,ಬೆಳಗಾವಿ,ಭೀಮಶಿ ಜಾರಕಿಹೊಳಿ,ಭೀಮಶಿ ಜಾರಕಿಹೊಳಿ,ದೈನಿಕ,ಕನ್ನಡ,,
1082,ಅಭಿಮಾನ,1988,ಬೆಂಗಳೂರು,,ಕೆ ಎಸ್ ನಾರಾಯಣ ಸ್ವಾಮಿ,ದೈನಿಕ,ಕನ್ನಡ,,
1083,ಅದೃಷ್ಟ,1988,ಬೆಂಗಳೂರು,,,ದೈನಿಕ,ಕನ್ನಡ,,
1084,ಸ್ನೇಹಿತ,1988,ಬೆಂಗಳೂರು,ಎಂ ಆರ್ ಬಾಬು,ಎಂ ಆರ್ ಬಾಬು,,ಕನ್ನಡ,,
1085,ಬಾಲ ಮಂಗಳ,1988,ಬೆಂಗಳೂರು,ಸಾಬು ವರ್ಗೀಸ್,ಬಾಬು ಕೃಷ್ಣ ಮೂರ್ತಿ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1086,ಬೆಳಕಿಂಡಿ,1988,ಬೆಂಗಳೂರು,,ವೈ.ಶಿರಾಲಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1087,ಭೃಗುವಾಣಿ,1988,ಬೆಂಗಳೂರು,ಆನಂದ ಬಳಗ,ಎಂ ಸತ್ಯನಾರಾಯಣ ಭಟ್,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1088,ಬ್ರಹ್ಮೇಂದ್ರ ಆಯುರ್ವೇದ,1988,ಬೆಂಗಳೂರು,ಕೆ.ಎಸ್. ವೀರಬ್ರಹ್ಮ ಚಾರಿ,ಕೆ.ಎಸ್. ವೀರಬ್ರಹ್ಮ ಚಾರಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1089,ಬ್ರೇವ್ ಸ್ಪೈ,1988,ಬೆಂಗಳೂರು,ಎಂ ರಾಜಭದ್ರ,ಎಂ ಮಣಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1090,ಚೆಲುವೆ,1988,ಬೆಂಗಳೂರು,,ಎಂ.ಶ್ರೀಕಾಂತ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1091,ದಯೆಯೇ ಧರ್ಮದ ಮೂಲ,1988,ಬೆಂಗಳೂರು,ಸಿದ್ದ ಗಂಗಮ್ಮ,ಸಿದ್ದ ಗಂಗಮ್ಮ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1092,ಡಿಟೆಕ್ಟಿವ್ ಥ್ರಿಲ್ಲರ್,1988,ಬೆಂಗಳೂರು,ಬಿ ವಿ ಅನಂತ್ ರಾಮ್,ಬಿ ವಿ ಅನಂತ್ ರಾಮ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1093,ಗಾಂಧಿನಗರ ವಿಚಾರ,1988,ಬೆಂಗಳೂರು,ವೈ ಎನ್ ರಾಮಕೃಷ್ಣ,ವೈ ಎನ್ ರಾಮಕೃಷ್ಣ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1094,ಗುಪ್ತಾ ಎಕ್ಸ್‌ಪ್ರೆಸ್,1988,ಬೆಂಗಳೂರು,ಕೆ ಆರ್ ಗುಪ್ತಾ,ಕೆ ಆರ್ ಗುಪ್ತಾ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1095,ಕಾರ್ಮಿಕ ದೃಷಿಕೋನ,1988,ಬೆಂಗಳೂರು,ಕೆ ರಾಧಾ ಕೃಷ್ಣ,ಕೆ ರಾಧಾ ಕೃಷ್ಣ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1096,ಕರ್ನಾಟಕ ಆರ್ಯ ವೈಶ್ಯ ಮಹಾಸಭಾ ವಾರ್ತಾ ಪತ್ರ,1988,ಬೆಂಗಳೂರು,ಎಸ್ ಕೆ ಶೇಷಾಚಲ,ಎಸ್ ಕೆ ಶೇಷಾಚಲ,,ಕನ್ನಡ,,
1097,ಕಥಾ ಲಹರಿ,1988,ಬೆಂಗಳೂರು,ಬಾಲಕೃಷ್ಣ ಕಾಕತ್ಕರ್,ಬಾಲಕೃಷ್ಣ ಕಾಕತ್ಕರ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1098,ಕಾವ್ಯಾ ಪ್ರಗತಿ,1988,ಬೆಂಗಳೂರು,ಜಿ ಎಸ್ ಯಶೋದಮ್ಮ,ಜಿ ಎಸ್ ಯಶೋದಮ್ಮ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
1099,ನಾವು ನೀವು,1988,ಬೆಂಗಳೂರು,ಎಂ ಎಸ್ ಸುರೇಶ್,ವಿ ಎನ್ ಸುಬಾರಾವ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1100,ಪರಿವಾಳ,1988,ಬೆಂಗಳೂರು,ಅತ್ತಿಕುಪ್ಪೆ ರವಿಕುಮಾರ್,ಅತ್ತಿಕುಪ್ಪೆ ರವಿಕುಮಾರ್,,ಕನ್ನಡ,,
1101,ಪೂರ್ಣಾವಸ್ಥೆ,1988,ಬೆಂಗಳೂರು,ಎಂ ರಂಗಯ್ಯ,ಎಂ ರಂಗಯ್ಯ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1102,ಪ್ರೀತಿಯ ಹಕ್ಕಿ,1988,ಬೆಂಗಳೂರು,ವಿ ಲಕ್ಷ್ಮೀಕಾಂತ,ವಿ ಲಕ್ಷ್ಮೀಕಾಂತ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1103,ರಾಜ್ಕುಮಾರ್ ಅಭಿಮಾನಿ ಪತ್ರಿಕೆ,1988,ಬೆಂಗಳೂರು,ಕೇರಳಾಪುರದ ಕೆ ಎಸ್ ಜಯರಾಮನ್,ಕೇರಳಾಪುರದ ಕೆ ಎಸ್ ಜಯರಾಮನ್,,ಕನ್ನಡ,,
1104,ಸರಸ್ವತಿ ವಾಣಿ,1988,ಬೆಂಗಳೂರು,ಎನ್ ರತ್ನಮ್ಮ,ಎನ್ ರತ್ನಮ್ಮ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1105,ಶಂಕರ ಭಾಸ್ಕರ,1988,ಬೆಂಗಳೂರು,,,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1106,ಶಿಕ್ಷಕ ಬಿಂಬ,1988,ಬೆಂಗಳೂರು,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಪ್ರೌಢಶಾಲಾ ಶಿಕ್ಷಕ ಸಂಘ,ಜಿ ನಾರಾಯಣಪ್ಪ/ ಕೆ ಸಿ ಪುಟ್ಟಸಿದ್ದ ಶೆಟ್ಟಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
1107,ಶುಭೋದಯ,1988,ಬೆಂಗಳೂರು,ಬಿ ವಿ ಚಲುವರಾಜನ್,ಬಿ ವಿ ಚಲುವರಾಜನ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1108,ತಾರಾಲೋಕ,1988,ಬೆಂಗಳೂರು,ಎಂ ಎಸ್ ಸುರೇಶ್,ವಿ.ಎನ್. ಸುಬಾರಾವ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1109,ವರದ ಆರಂಭ,1988,ಬೆಂಗಳೂರು,ಎಸ್ ಎಂ ಪ್ರಕಾಶ್,ಎಸ್ ಎಂ ಪ್ರಕಾಶ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1110,ಯೌವ್ವನ ತುಂಬಿದಾಗ,1988,ಬೆಂಗಳೂರು,ಎನ್ ಎಲ್ ನಾಗರಾಜ್,ಎನ್ ಎಲ್ ನಾಗರಾಜ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
1111,ಜನ ಸಾಗರ,1988,ಚಿತ್ರದುರ್ಗ,ಡಿ ಎನ್ ಮೈಲಾರಪ್ಪ,ಡಿ ಎನ್ ಮೈಲಾರಪ್ಪ,ದೈನಿಕ,ಕನ್ನಡ,,
1112,ರಹಸ್ಯವಾಗಿ,1988,ಹುಬ್ಬಳ್ಳಿ/ಧಾರವಾಡ,,ಅಹಲ್ಯಾಬಾಯಿ ಸುಗಟೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1113,ಹುಬ್ಬಳ್ಳಿ ಗೆಜೆಟ್,1988,ಧಾರವಾಡ,,ವೀರಣ್ಣ ದೇಸಾಯಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1114,ಕವಿರಶ್ಮಿ,1988,ಹುಬ್ಬಳ್ಳಿ/ಧಾರವಾಡ,,ಎನ್ ಬಿ ಮುತಾಲಕರ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
1115,ಕ್ರುಶಿ ಮುನ್ನೆಡೆ,1988,ಧಾರವಾಡ,ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾಲಯ ಧಾರವಾಡ,,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,,
1116,ಬಳ್ಕೇದಾರ ಶಿಕ್ಷಣ,1988,ದಕ್ಷಿಣಕನ್ನಡ,ಗ್ರಾಹಕರ ವೇದಿಕೆಗಾಗಿ ಬಿ ಕೃಷ್ಣ ಬಳೆಗಾರ್,ಬಿ ಕೃಷ್ಣ ಬಳಗಾರ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
